Unnamed: 0,name,business_status,geometry/location/lat,geometry/location/lng,vicinity,place_id,skills,team_size,availability,open_status_throughout_week,open_day,open_hour_monday_start,open_hour_monday_end,open_hour_tuesday_start,open_hour_tuesday_end,open_hour_wednesday_start,open_hour_wednesday_end,open_hour_thursday_start,open_hour_thursday_end,open_hour_friday_start,open_hour_friday_end,open_hour_saturday_start,open_hour_saturday_end,open_hour_sunday_start,open_hour_sunday_end
156,Feuerwehr-Hirzweiler,OPERATIONAL,49.4026895,7.0780164,"Am Zimmerpl. 13, Illingen",ChIJ27eMhyi_lUcREFjz_nHcVOc,"['technical rescue', 'emergency medical', 'hazardous materials', 'firefighting']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,00:00,00:00,00:00,23:59,09:00,23:59,00:00,23:00,00:00,23:59,21:00,19:00,00:00,23:59
157,Freiwillige Feuerwehr Lebach - Löschbezirk 4 West,OPERATIONAL,49.3791685,6.895893,"Golocher Weg 1, Lebach",ChIJGZUlHGCllUcRTjT1FrTLfcQ,['hazardous materials'],1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,19:00,21:00,00:00,23:59,18:00,23:59,05:00,14:00,12:00,22:00,08:00,23:59,00:00,23:00
158,Feuerwehr-Gerätehaus Hierscheid,OPERATIONAL,49.3975727,6.9908454,"Florianweg 7, Eppelborn",ChIJdWRZ7om7lUcRqTLnmdsHnto,"['emergency medical', 'firefighting', 'hazardous materials', 'technical rescue']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
159,Freiwillige Feuerwehr Lebach - Löschbezirk 9 Steinbach,OPERATIONAL,49.4610969,6.9573608,"Pestalozzistraße, Lebach",ChIJu8UqRke9lUcRaB3SkXclUWE,"['emergency medical', 'firefighting']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Friday,00:00,00:00,00:00,08:00,21:00,23:59,03:00,23:59,00:00,23:59,00:00,19:00,00:00,00:00
160,Freiwillige Feuerwehr Biesingen,OPERATIONAL,49.22170699999999,7.205918100000001,"Im Dorf 40a, Blieskastel",ChIJW7wzBCDMlUcR8jvV3KkqeMY,"['emergency medical', 'firefighting', 'hazardous materials', 'technical rescue']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
161,Feuerwehr Pinningen,OPERATIONAL,49.1681041,7.288934999999999,"Seyweilerstraße 39, Blieskastel",ChIJO5AxBI3SlUcRWDaSJa7ynIQ,['emergency medical'],1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Friday,00:00,19:00,00:00,17:00,00:00,19:00,22:00,21:00,00:00,21:00,00:00,23:00,00:00,15:00
162,Feuerwehr Zweibrücken,OPERATIONAL,49.2497794,7.374534700000001,"Landauer Str. 76, Zweibrücken",ChIJMcyozxfRlUcRbRhdTeDg_Ns,"['emergency medical', 'technical rescue', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
163,Freiwillige Feuerwehr Rimschweiler,OPERATIONAL,49.2217947,7.375268,"Vogesenstraße 77c, Zweibrücken",ChIJxyOTlFPRlUcRbh_RlBHWuAQ,['hazardous materials'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
164,Freiwillige Feuerwehr Gerätehaus Güdesweiler,OPERATIONAL,49.5219128,7.1061795,"Steinberger Str. 3, Oberthal",ChIJg_G4Z_iUlUcR-JZ7n0FiBPE,"['firefighting', 'technical rescue', 'hazardous materials', 'emergency medical']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,00:00,23:59,00:00,14:00,00:00,23:59,00:00,23:59,19:00,23:59,12:00,23:59,12:00,23:59
165,Freiwillige Ganztagsschule,OPERATIONAL,49.4142762,6.9045039,"Mottener Str. 46, Lebach",ChIJZzTF0EKjlUcRmvJRKMhQgCk,"['emergency medical', 'hazardous materials', 'firefighting']",4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,00:00,23:59,00:00,23:59,08:00,14:00,09:00,23:59,00:00,19:00,00:00,16:00,17:00,14:00
166,Ford Werkfeuerwehr,OPERATIONAL,49.3445177,6.7663837,"Henry-Ford-Straße 1, Saarlouis",ChIJnfE8MMenlUcRIbyw8PMmiHE,['technical rescue'],2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
167,Werkfeuerwehr Dillinger Hütte,OPERATIONAL,49.3543467,6.7342564,"Werkstraße 1, Dillingen/Saar",ChIJhUzQm02nlUcRtkkjb9OZHYc,['emergency medical'],5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,13:00,00:00,23:59,11:00,00:00,00:00,23:59,19:00,17:00,00:00,23:59,12:00,23:59
168,Freiwillige Feuerwehr Bohnental,OPERATIONAL,49.4882599,6.941369099999999,"Ulmenstraße 18, Tholey",ChIJIfUV8aCilUcRB7x09tK2sKQ,['technical rescue'],5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
169,Feuerwehr Überherrn LBZ Felsberg,OPERATIONAL,49.2916531,6.693483199999999,"Schulstraße 17, Überherrn",ChIJRcESbtWplUcRokRl-ivvPew,"['emergency medical', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
170,Werkfeuerwehr Stahlwerk Bous,OPERATIONAL,49.274846,6.791330899999999,"Saarstraße 1, Bous",ChIJlc5C1tSplUcR4Uu9FGyMRsc,"['firefighting', 'emergency medical', 'technical rescue']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,23:59,10:00,17:00,00:00,00:00,00:00,21:00,21:00,23:59,00:00,23:59,04:00,23:59
171,Feuerwache Oberleuken,OPERATIONAL,49.5065803,6.4664483,"Mühlenstraße 28, Perl",ChIJZZlwC0wTlUcR-ymczQqFWl0,"['firefighting', 'technical rescue', 'hazardous materials']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
172,Feuerwehr Wadern,OPERATIONAL,49.5430161,6.8886935,"Nordring, Wadern",ChIJO8mgRdmYlUcRPKR4RVN5vd8,"['hazardous materials', 'firefighting', 'emergency medical']",4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
173,Freiwillige Feuerwehr Steinberg,OPERATIONAL,49.57024260000001,6.847571299999999,"Waldstraße 3, Wadern",ChIJi_yob6eelUcRIUVBV7ncdGQ,"['technical rescue', 'firefighting', 'hazardous materials']",4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,04:00,22:00,00:00,23:59,13:00,23:59,15:00,19:00,00:00,23:59,00:00,00:00,04:00,23:59
174,Feuerwehr Wadrill,OPERATIONAL,49.5833021,6.8817682,"Seelbachstraße 8, Wadern",ChIJ46iWVhublUcRvmnb_X55DBw,['firefighting'],10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
175,Feuerwehr Wallerfangen Lbz.Ittersdorf,OPERATIONAL,49.297482,6.6628661,"Zum Gerätehaus 2, Wallerfangen",ChIJrST8wJ8HlUcR0dquET2X7Q0,"['technical rescue', 'hazardous materials', 'firefighting']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
176,Feuerwehr St. Wendel - Lbz. Winterbach,OPERATIONAL,49.474635,7.1002607,"Im Schuleck, St. Wendel",ChIJ8V1eb2iVlUcRA9hfX5zZamY,['emergency medical'],1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
177,Freiwillige Feuerwehr Löschbezirk Tholey,OPERATIONAL,49.481193,7.0358604,"Dr.Adenauer Str. 19, Tholey",ChIJGf7_vQOWlUcR_9NBbJDixOI,"['emergency medical', 'firefighting']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
178,Freiwillige Feuerwehr LBZ Dorf im Bohnental,OPERATIONAL,49.4862541,6.9178291,"Im Bohnengarten 1, Schmelz",ChIJXxO90eehDEERvzV6KgWeUyM,['hazardous materials'],10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,13:00,23:59,00:00,23:59,00:00,23:59,22:00,23:59,00:00,23:59,05:00,23:59,09:00,23:59
179,Feuerwehr Gerätehaus Ihn,OPERATIONAL,49.3220034,6.604402599999999,"Im Ecken 17, Wallerfangen",ChIJm8lUbNgFlUcRTYJxp6u4a-g,['firefighting'],4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
180,Freiwillige Feuerwehr Löschbezirk Namborn,OPERATIONAL,49.5207707,7.143600699999999,"St.Floriansweg 8, Namborn",ChIJnbSdE9CUlUcRt2EGUJYHOvE,"['technical rescue', 'firefighting', 'emergency medical', 'hazardous materials']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
181,Freiwillige Feuerwehr Bueschfeld,OPERATIONAL,49.492217,6.8641514,Wadern,ChIJfdN_CqSYlUcRnCKllKCLOkI,"['technical rescue', 'emergency medical']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
182,Freiwillige Feuerwehr Lockweiler,OPERATIONAL,49.5293749,6.925073299999999,"66687, Turmstraße, Wadern",ChIJFXyppLOZlUcRJCrhPlZY52w,"['emergency medical', 'technical rescue', 'hazardous materials']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
183,Freiwillige Feuerwehr Noswendel,OPERATIONAL,49.5241331,6.8710225,"Ahornweg 1A, Wadern",ChIJN7LVpNmYlUcR93ThC8y3yck,"['firefighting', 'emergency medical', 'hazardous materials']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
184,Feuerwehr,OPERATIONAL,49.5650738,6.5981735,Taben-Rodt,ChIJgzqo9P9zlUcRa6PglQjCEuY,"['emergency medical', 'technical rescue', 'firefighting', 'hazardous materials']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
185,Feuerwehr Gerätehaus,OPERATIONAL,49.5097664,7.0789484,"Schwimmbadstraße 37A, Oberthal",ChIJGza0XraVlUcR25KBzzRI_nI,"['firefighting', 'hazardous materials', 'emergency medical', 'technical rescue']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
186,Feuerwehrgerätehaus,OPERATIONAL,49.5503335,7.0612471,"Am Freizeitpark 2, Nohfelden",ChIJJeNE78CXlUcRRcsVR4I4Hs4,"['firefighting', 'hazardous materials', 'technical rescue']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
187,Freiwillige Feuerwehr LBZ Gresaubach,OPERATIONAL,49.4530545,6.9031378,"Wendalinusstraße 66, Lebach",ChIJc2ryN3WjlUcRjXvTfaRuAz8,"['technical rescue', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,00:00,17:00,00:00,23:59,05:00,17:00,22:00,23:00,00:00,00:00,00:00,21:00,00:00,23:59
188,Freiwillige Feuerwehr Lebach - Löschbezirk 3 Dörsdorf,OPERATIONAL,49.47415220000001,6.9593108,"Schulstraße 10, Lebach",ChIJbRRH_xm9lUcRU1OKXtDJLsk,"['firefighting', 'hazardous materials']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
189,Feuerwehrwache Lindscheid,OPERATIONAL,49.489873,6.9265483,"Lindenstraße 1, Tholey",ChIJ5aW6c-mZlUcRFogo8YgQ3BU,"['hazardous materials', 'firefighting', 'technical rescue']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Friday,00:00,23:59,06:00,20:00,10:00,23:59,23:00,23:59,19:00,21:00,00:00,16:00,00:00,14:00
190,Freiwillige Feuerwehr Selbach,OPERATIONAL,49.5379104,7.0368469,"An der Biermauer 3, Nohfelden",ChIJ-VnjSuyXlUcRtY7MrmM-Fdw,"['technical rescue', 'firefighting', 'hazardous materials']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,06:00,23:00,23:59,00:00,23:59,12:00,23:00,18:00,23:59,00:00,16:00,19:00,23:59
191,Freiwillige Feuerwehr Biringen,OPERATIONAL,49.4112395,6.546404,"Dorfstraße 9, Rehlingen-Siersburg",ChIJOeCUxNMOlUcRsKltDzS_5PE,"['emergency medical', 'firefighting', 'hazardous materials']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,18:00,21:00,23:59,21:00,08:00,00:00,23:59,00:00,23:59,00:00,23:00,00:00,20:00
192,Feuerwehr Eppelborn,OPERATIONAL,49.4000796,6.966928299999999,"Schleidstraße 19c, Eppelborn",ChIJwcaBlOq8lUcR0iPChnh5cS4,['emergency medical'],10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
193,Freiwillige Feuerwehr Dirmingen,OPERATIONAL,49.4193589,7.018263699999999,"Böllingerstraße 6b, Eppelborn",ChIJB0hhZwC9lUcRfqmNaX5H04M,"['emergency medical', 'technical rescue', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
194,Freiwillige Feuerwehr Wadrill,OPERATIONAL,49.5862729,6.892860799999999,"Martinusstraße 9A, Wadern",ChIJuy6Qj-qblUcRSFXHXW4OB18,"['technical rescue', 'firefighting']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
195,Freiwillige Feuerwehr Sitzerath,OPERATIONAL,49.6002456,6.9258525,"Im Unterdorf, Nonnweiler",ChIJ14I6tymblUcRp3yzCc1r4Vc,"['firefighting', 'technical rescue', 'hazardous materials']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
196,Sapeurs-Pompiers de Waldwisse,OPERATIONAL,49.4149824,6.5302069,"Rue de l'Église, Waldwisse",ChIJdQeRdPUPlUcRFwn0z5gxrNI,"['hazardous materials', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,05:00,23:00,00:00,23:00,16:00,16:00,10:00,22:00,00:00,23:59,12:00,22:00,00:00,23:59
197,"Feuerwehr Illingen, Lbz. Illingen",OPERATIONAL,49.3746501,7.047649,"Schulstraße 55, Illingen",ChIJ85YxHj65lUcRM92FtxZEMLg,['firefighting'],8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,14:00,21:00,06:00,00:00,00:00,19:00,00:00,08:00,00:00,23:59,22:00,20:00,00:00,13:00
198,Freiwillige Feuerwehr Weiskirchen,OPERATIONAL,49.55553459999999,6.825976100000001,"Konfelder Str. 20, Weiskirchen",ChIJkZsHNJKelUcR4bm38d9Rx00,"['firefighting', 'technical rescue', 'hazardous materials']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
199,Feuerwehr Humes,OPERATIONAL,49.3887147,6.998812399999999,"In d. Humes 40b, Eppelborn",ChIJUTU_7v-7lUcRYjyjq7ncWgM,"['technical rescue', 'hazardous materials', 'emergency medical', 'firefighting']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,06:00,23:59,02:00,23:59,06:00,23:59,14:00,23:59,15:00,23:59,03:00,16:00,00:00,20:00
200,Freiwillige Feuerwehr Lebach - Löschbezirk 7 Landsweiler,OPERATIONAL,49.3900052,6.9309411,"Zum Stangenwald 19, Lebach",ChIJkVNTsE-7lUcRXjXYee3ccTk,['firefighting'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
201,Feuerwehrgerätehaus Bubach-Calmesweiler,OPERATIONAL,49.4065947,6.9477229,"St. Martinstraße 7a, Eppelborn",ChIJRXs_L6K8lUcR-Skt-4vBclo,['emergency medical'],1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
202,"Freiwillige Feuerwehr, Löschbezirk Macherbach",OPERATIONAL,49.42318050000001,6.954327399999999,"In Macherbach 70, Eppelborn",ChIJK6CThOq8lUcRYNqNFwZ4VL4,['technical rescue'],7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
203,"Freiwillige Feuerwehr Lebach, Löschbezirk 2 Aschbach",OPERATIONAL,49.4309447,6.946204499999999,"In d. Hauschied 3, Lebach",ChIJ37PNJcW8lUcRxx5h_NHX6L0,"['technical rescue', 'emergency medical']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,20:00,00:00,00:00,23:00,00:00,12:00,17:00,23:00,23:00,23:59,00:00,00:00,00:00,23:59
204,Löschbezirk Steinbach der Freiwilligen Feuerwehr Ottweiler,OPERATIONAL,49.4079901,7.2092515,"Am Dorfbrunnen 8, Ottweiler",ChIJiYPl72nBlUcR6nsV-rz6ufc,"['technical rescue', 'firefighting', 'hazardous materials']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,00:00,12:00,04:00,23:59,12:00,00:00,06:00,14:00,22:00,23:59,00:00,21:00,17:00,23:59
205,Freiwillige Feuerwehr Steinbach am Glan,OPERATIONAL,49.4522036,7.3772966,"Hauptstraße 116, Steinbach am Glan",ChIJ4Tz-N2PdlUcRAp55yltwes8,"['firefighting', 'hazardous materials', 'emergency medical']",4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
206,Freiwillige Feuerwehr Lbz. Haupersweiler (Feuerwache 5),OPERATIONAL,49.5126172,7.270784099999999,"Stockgarten 4, Freisen",ChIJU7bSFNTplUcRqqJhKcGrBO0,"['hazardous materials', 'firefighting', 'emergency medical', 'technical rescue']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
207,Gonnesweiler • Freiwillige Feuerwehr,OPERATIONAL,49.56427619999999,7.0911512,"Römerweg 1A, Nohfelden",ChIJlVFyT42TlUcRpdx2InerwBg,"['firefighting', 'emergency medical']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,00:00,00:00,23:59,02:00,23:59,07:00,23:59,00:00,16:00,00:00,19:00,00:00,09:00
208,Freiwillige Feuerwehr,OPERATIONAL,49.5681186,7.1805348,"Römerstraße 33, Nohfelden",ChIJCXzvMO_tlUcRMYwynF5Jz-s,"['hazardous materials', 'technical rescue']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
